Number,is_canceled,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,customer_type,adr,total_of_special_requests
277,1,341,4,6,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,138.38,2
278,0,19,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,260,4
279,1,167,2,6,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,47.45,0
280,0,163,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,91.46,1
281,0,1,0,1,1,0,0,BB,Corporate,0,0,0,A,1,No Deposit,Transient,35,0
282,0,212,0,4,2,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient,119,2
283,1,282,2,5,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,66.6,0
284,0,21,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,54,0
285,0,11,0,4,2,0,0,HB,Direct,0,0,0,F,0,No Deposit,Transient,102,0
286,1,25,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,3
287,0,24,3,10,1,0,0,BB,Corporate,0,0,0,A,6,No Deposit,Transient,40,0
288,1,140,0,2,2,0,0,HB,TA/TO,0,0,0,A,0,Non Refund,Transient,50,0
289,0,263,3,7,2,0,0,BB,TA/TO,0,0,0,F,0,No Deposit,Transient,92.09,2
290,0,255,2,5,2,0,0,HB,TA/TO,0,0,0,D,1,No Deposit,Transient,74.9,1
291,1,214,2,5,3,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,80.57,1
292,0,100,2,2,2,0,0,BB,Direct,0,0,0,E,0,No Deposit,Transient,132.5,1
293,1,14,2,5,2,1,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,208.48,0
294,0,9,1,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,71,1
295,1,40,0,4,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient-Party,40,0
296,0,287,1,3,2,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient-Party,44.5,0
297,0,21,4,10,1,0,0,HB,Direct,0,0,0,E,1,No Deposit,Transient,160,0
298,0,50,2,1,2,0,0,BB,Direct,0,0,0,E,0,No Deposit,Transient,209.1,0
299,1,238,0,2,2,0,0,HB,TA/TO,0,0,0,A,0,Non Refund,Transient,54,0
300,0,5,0,3,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,106,2
301,0,9,0,1,1,0,0,BB,Corporate,0,0,2,A,0,No Deposit,Transient,35,0
302,0,157,1,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,121,0
303,0,258,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,68.54,2
304,1,74,2,5,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient-Party,160,2
305,0,25,2,3,1,2,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,273.56,3
306,0,1,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,55.11,1
307,0,0,0,1,2,0,0,BB,Corporate,1,0,3,A,0,No Deposit,Transient,50,0
308,0,4,1,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,65,2
309,0,1,0,0,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,0,0
310,0,82,0,4,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,43.5,2
311,0,0,1,0,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,53,0
312,0,30,0,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,189,1
313,0,19,4,10,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,41.04,1
314,0,10,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,60,2
315,0,58,2,3,2,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,128,0
316,0,31,2,4,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,93,0
317,1,59,0,4,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,89,1
318,0,220,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,54,1
319,0,129,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,40.95,0
320,0,103,2,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,55,0
321,0,195,4,6,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,62.28,0
322,0,23,2,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,168,1
323,1,77,2,5,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,194.14,0
324,0,1,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,50,1
325,0,1,0,2,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,36,1
326,0,127,0,5,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,192.6,0
327,1,229,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,60,2
328,0,9,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,Refundable,Transient-Party,70,0
329,0,385,1,4,2,0,0,BB,Corporate,0,0,0,A,1,No Deposit,Transient-Party,55,0
330,0,5,2,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,88,0
331,1,352,1,3,27,0,0,HB,Direct,0,0,0,A,0,No Deposit,Group,0,0
332,0,86,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,59,1
333,1,221,2,5,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,83.43,0
334,0,7,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,140,0
335,0,0,0,2,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,106,1
336,0,109,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,74.93,0
337,0,61,2,5,1,0,0,Undefined,TA/TO,0,0,0,A,0,No Deposit,Transient,77.14,0
338,1,32,2,5,2,0,0,HB,Direct,0,0,0,D,0,No Deposit,Transient-Party,69.36,0
339,1,269,4,10,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,64.64,2
340,1,164,1,4,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,218,0
341,0,28,0,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,50,0
342,0,9,1,0,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient-Party,189,0
343,0,129,2,5,2,1,0,FB,Direct,0,0,0,C,1,No Deposit,Transient,225.08,2
344,0,166,4,10,1,0,0,Undefined,TA/TO,0,0,0,A,0,No Deposit,Contract,78.95,0
345,1,349,2,4,2,2,0,BB,Direct,0,0,0,C,2,No Deposit,Transient,178.75,0
346,0,5,0,1,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,27,0
347,0,169,2,3,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,50.4,1
348,0,23,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,154,1
349,0,19,1,5,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,125.5,2
350,0,24,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,66,0
351,1,159,2,2,2,0,0,BB,TA/TO,0,1,0,F,0,No Deposit,Transient,88.2,0
352,0,239,1,1,1,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,0,0
353,0,167,2,2,2,0,0,BB,TA/TO,0,0,0,A,1,Non Refund,Transient-Party,100.8,1
354,0,197,0,3,2,1,0,BB,TA/TO,0,0,0,F,2,No Deposit,Transient,192.66,2
355,1,206,2,5,2,0,0,BB,TA/TO,0,0,0,D,3,No Deposit,Transient,55.25,1
356,0,188,2,8,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,169,1
357,0,21,0,2,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,50,1
358,1,205,0,2,2,0,0,BB,TA/TO,0,0,0,D,3,No Deposit,Transient,210,3
359,1,38,1,3,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,199.12,1
360,0,24,1,2,3,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,209,2
361,0,169,0,3,2,0,0,BB,Direct,0,0,0,A,1,Refundable,Transient-Party,72,0
362,0,1,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,26,0
363,0,1,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,156.4,0
364,0,2,0,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,196.25,2
365,0,22,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,191,1
366,1,112,0,3,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,230,0
367,1,30,2,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,65,1
368,0,182,1,3,3,0,0,HB,Direct,0,0,0,G,0,No Deposit,Transient,275.6,1
369,0,6,1,2,1,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,83.67,0
370,1,103,1,3,2,1,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,243.16,1
371,1,40,1,5,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,226,0
372,0,222,2,5,1,0,0,BB,Direct,0,0,0,E,3,No Deposit,Transient,93.5,0
373,1,16,1,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,60,1
374,0,80,1,1,2,1,0,BB,TA/TO,0,0,0,G,1,No Deposit,Transient,152,2
375,0,0,0,1,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,78,1
376,0,26,1,3,1,0,0,BB,TA/TO,0,0,0,D,1,No Deposit,Transient,68,1
377,1,148,0,1,2,0,0,BB,Direct,0,0,0,A,0,Non Refund,Transient,47,0
378,1,182,2,6,2,0,0,HB,TA/TO,0,2,0,A,0,No Deposit,Transient,112,1
379,0,76,2,1,2,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,86.2,0
380,0,1,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,41.48,0
381,0,1,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,219,1
382,0,0,2,1,2,0,0,BB,TA/TO,0,0,0,E,1,No Deposit,Transient,69,1
383,0,1,0,1,3,1,0,BB,TA/TO,0,0,0,H,0,No Deposit,Transient,92,0
384,0,0,0,1,1,0,0,BB,Corporate,1,0,1,A,0,No Deposit,Transient,45,0
385,0,5,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,56,2
386,0,0,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,40,0
387,0,4,1,2,1,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,47.12,0
388,0,41,2,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,38.4,1
389,0,3,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,90.9,0
390,0,153,2,5,2,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient,134,1
391,0,128,0,2,2,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,169,2
392,1,14,3,6,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,86.22,1
393,1,219,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,Non Refund,Transient,52,0
394,0,90,2,4,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,157,1
395,0,241,2,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,41.58,1
396,0,47,0,1,2,0,0,BB,Direct,1,0,2,A,0,No Deposit,Transient,230,1
397,0,5,1,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,39.99,1
398,0,6,0,2,2,1,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,95,0
399,0,53,2,3,2,0,0,BB,TA/TO,0,0,0,E,2,No Deposit,Transient,72.4,2
400,0,65,2,6,2,0,0,HB,TA/TO,0,0,0,D,1,No Deposit,Transient-Party,82,0
401,0,5,1,3,2,0,0,HB,Corporate,0,0,0,A,0,No Deposit,Transient-Party,68,0
402,0,300,2,5,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,85.7,1
403,0,0,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,44,0
404,0,238,2,5,2,0,0,BB,TA/TO,0,0,0,A,2,No Deposit,Transient,68,2
405,1,24,0,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,75,2
406,0,268,2,5,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,55.44,1
407,0,109,2,5,2,1,0,BB,TA/TO,0,0,0,D,1,No Deposit,Transient,72.5,2
408,0,37,2,3,2,0,0,HB,Direct,0,0,0,D,0,No Deposit,Transient,146.95,2
409,1,182,1,4,3,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,154.3,3
410,0,183,2,6,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,123,1
411,0,0,0,2,2,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient,66,0
412,0,4,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,0
413,0,35,1,2,2,1,0,BB,Corporate,0,0,0,A,2,No Deposit,Transient,58,0
414,0,51,0,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,129,1
415,0,1,0,2,2,0,0,BB,TA/TO,0,0,0,D,1,No Deposit,Transient,62,0
416,0,11,1,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,68,1
417,1,203,0,2,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,90,0
418,0,11,2,2,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,117,1
419,0,0,0,0,2,0,0,HB,TA/TO,1,0,0,F,0,No Deposit,Transient,0,2
420,0,171,3,6,2,0,0,FB,Direct,0,0,0,D,0,No Deposit,Transient,210,1
421,0,24,2,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,264,4
422,0,90,2,5,2,0,1,FB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,117.22,2
423,0,61,2,4,3,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,161,3
424,0,59,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,30.6,0
425,0,4,0,1,1,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,68,0
426,1,9,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,34,0
427,0,55,1,4,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,89,2
428,0,28,1,1,2,1,0,BB,Direct,0,0,0,G,0,No Deposit,Transient,104,0
429,0,5,0,2,2,2,0,BB,TA/TO,0,0,0,E,1,No Deposit,Transient,284,1
430,1,313,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,59.79,1
431,1,314,2,6,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,101.7,2
432,0,0,1,1,1,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,65,0
433,1,52,1,0,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,90,1
434,1,278,4,6,1,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,111.15,2
435,0,143,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,58.23,1
436,0,0,0,1,2,0,0,BB,Direct,0,0,0,E,0,No Deposit,Transient,109,0
437,0,11,0,1,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,68.03,1
438,0,96,2,4,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,119.7,2
439,1,214,1,1,2,0,0,HB,TA/TO,0,1,0,A,0,No Deposit,Transient,34,0
440,0,2,1,0,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,92,1
441,1,26,0,5,2,0,0,HB,Direct,0,0,0,E,0,No Deposit,Transient-Party,80,0
442,0,3,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,45,0
443,0,0,0,1,1,0,0,BB,Corporate,1,1,4,A,0,No Deposit,Transient,65,0
444,0,164,2,5,2,0,0,HB,Direct,0,0,0,D,1,No Deposit,Transient,121.43,1
445,0,145,2,5,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,51.85,2
446,0,143,3,7,1,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient-Party,83,0
447,0,3,0,3,2,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,110.2,1
448,0,94,1,5,2,1,0,HB,Direct,0,0,0,F,2,No Deposit,Transient,188.4,2
449,0,138,0,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,41.58,2
450,0,69,2,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,52,1
451,0,3,2,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,90,2
452,0,283,2,5,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient-Party,67.31,0
453,1,26,1,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,219,0
454,1,102,2,6,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,207.25,0
455,1,248,0,2,3,0,0,BB,TA/TO,0,0,0,D,2,No Deposit,Transient-Party,131.25,1
456,1,203,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,0
457,0,4,0,4,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,82,1
458,1,219,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,Non Refund,Transient,52,0
459,0,2,0,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,176,1
460,1,100,2,6,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,241,0
461,0,36,0,2,2,0,0,FB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,64,0
462,0,98,2,3,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,199.6,1
463,1,101,2,5,2,0,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,219.43,2
464,1,213,2,8,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,165.15,2
465,0,81,2,0,2,0,0,BB,Corporate,0,0,0,D,0,No Deposit,Transient-Party,73,0
466,1,214,1,1,2,0,0,HB,TA/TO,0,1,0,A,0,No Deposit,Transient,34,0
467,0,286,1,3,2,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Contract,78.95,1
468,0,542,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,69.71,0
469,0,27,2,5,3,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,235.95,1
470,0,5,0,2,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,27,0
471,0,57,0,2,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,102,1
472,0,240,2,5,2,0,0,HB,TA/TO,0,0,0,A,2,No Deposit,Contract,77.65,0
473,1,347,3,7,2,1,0,HB,TA/TO,0,0,0,H,0,No Deposit,Transient,232,0
474,1,52,1,4,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,173,0
475,0,236,2,5,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,85.7,1
476,1,111,0,4,2,0,0,BB,TA/TO,0,0,0,D,1,No Deposit,Transient,154,1
477,0,116,3,6,2,2,0,HB,Direct,0,0,0,C,1,No Deposit,Transient,238.1,0
478,0,106,2,5,3,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,225.6,0
479,0,26,0,1,2,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,254,0
480,0,17,1,3,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,99.5,0
481,1,260,2,5,2,0,0,BB,TA/TO,0,1,0,A,0,Non Refund,Transient,54.99,0
482,0,22,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,1
483,0,228,2,7,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,81,2
484,1,289,1,2,2,0,0,FB,TA/TO,0,1,0,A,0,No Deposit,Transient-Party,69,0
485,0,7,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,126,2
486,1,211,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,86,0
487,0,1,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,164,1
488,0,32,0,1,2,0,0,HB,Direct,0,0,0,A,1,No Deposit,Transient,56,0
489,0,7,2,7,1,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,72.49,0
490,0,22,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,39,0
491,0,0,1,1,1,0,0,BB,TA/TO,0,0,1,A,1,No Deposit,Transient,30,0
492,1,32,0,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,105,3
493,0,83,3,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,95,1
494,0,3,1,1,2,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient,81,1
495,0,542,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,68,1
496,0,4,2,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,34,0
497,1,14,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,80,0
498,0,317,2,5,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,101,3
499,0,139,1,4,2,0,0,HB,Direct,0,0,0,D,0,No Deposit,Transient,153.42,0
500,0,3,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,60,0
501,0,280,1,3,2,0,0,BB,Direct,0,0,0,D,1,No Deposit,Transient,140.94,0
502,0,275,2,5,2,0,0,HB,Direct,0,0,0,D,0,No Deposit,Transient-Party,74.45,0
503,1,162,2,5,2,1,0,BB,TA/TO,0,0,0,A,0,Refundable,Transient-Party,10,0
504,0,1,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,48,1
505,0,336,1,3,1,0,0,BB,Direct,0,0,0,A,2,No Deposit,Transient-Party,60,0
506,1,40,0,4,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient-Party,40,0
507,1,20,1,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,124,2
508,0,128,0,1,2,0,0,HB,Direct,0,0,0,A,0,No Deposit,Transient-Party,64,1
509,0,220,2,5,2,0,0,FB,TA/TO,0,0,0,E,1,No Deposit,Transient,135.3,0
510,0,14,1,2,2,1,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,51.3,1
511,1,203,0,2,2,0,0,BB,TA/TO,0,1,0,A,0,No Deposit,Transient,61.65,1
512,0,15,0,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,146,1
513,1,330,3,7,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,74.25,0
514,0,38,0,1,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,74,2
515,0,222,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,80,0
516,1,40,0,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,129,0
517,0,178,4,10,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,77.14,1
518,0,67,1,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,77,1
519,0,0,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,56,2
520,0,61,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,160,0
521,0,19,0,3,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,201,0
522,0,3,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,30,0
523,0,12,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,54,1
524,0,0,0,1,1,0,0,BB,TA/TO,0,0,0,D,1,No Deposit,Transient,40,0
525,0,9,2,3,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,121,1
526,0,17,0,1,2,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient,80,0
527,1,78,1,2,2,0,0,FB,TA/TO,0,0,0,A,0,Non Refund,Transient,92,0
528,0,280,2,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,138.38,1
529,1,87,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,Non Refund,Transient,46,0
530,1,205,2,7,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,180,0
531,1,5,1,2,2,0,0,BB,Corporate,0,0,0,D,0,No Deposit,Transient,84,0
532,0,9,0,4,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,193.4,1
533,1,8,0,1,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,38,0
534,0,0,1,0,2,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,85,0
535,0,125,2,4,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,276,2
536,0,133,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,68.4,1
537,0,5,0,1,1,0,0,BB,Corporate,1,0,1,A,0,No Deposit,Transient,40,0
538,1,195,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,153.75,0
539,0,386,2,3,3,0,0,BB,Corporate,0,0,0,A,2,No Deposit,Transient-Party,81,2
540,0,226,2,4,2,2,0,Undefined,TA/TO,0,0,0,C,1,No Deposit,Transient,220.98,1
541,0,109,1,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,73.8,1
542,0,56,1,3,2,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient,134.25,0
543,0,59,2,4,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,80,1
544,0,12,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,45,0
545,0,154,2,2,3,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,115,2
546,1,79,2,5,1,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,120,0
547,0,4,0,1,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,55,1
548,0,42,2,4,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,98.67,1
549,0,44,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,262,0
550,0,25,0,2,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,100,1
551,0,244,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,57,0
552,0,0,1,0,2,0,0,BB,Direct,1,0,1,A,0,No Deposit,Transient,41,0
553,0,292,0,2,2,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,70,0
554,1,57,0,3,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,115,0
555,0,40,1,3,2,0,0,HB,Direct,0,0,0,E,1,No Deposit,Transient,125,0
