Number,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,customer_type,adr,total_of_special_requests
990,62,2,1,2,0,0,BB,TA/TO,0,0,0,E,1,No Deposit,Transient,210.33,2
994,129,2,3,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,101.25,0
998,41,2,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,172,2
999,81,2,4,2,1,1,FB,Direct,0,0,0,C,0,No Deposit,Transient,277,1
1000,59,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,104,0
1001,72,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,133,1
1002,68,2,5,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,214,0
1007,127,4,10,1,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,120,1
1009,68,1,2,2,1,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,254,1
1017,35,1,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,147.07,1
1022,77,1,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,134,0
1024,95,2,5,4,0,0,BB,Direct,0,0,0,H,0,No Deposit,Transient,190,0
1026,38,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,185.57,2
1027,60,3,5,2,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,175,1
1028,60,3,5,2,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,175,1
1029,76,3,8,2,0,0,HB,Direct,0,0,0,D,0,No Deposit,Transient,169,1
1031,90,0,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,0,2
1034,74,0,2,2,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient,134,1
1035,120,0,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,120.6,1
1040,80,0,4,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,154,0
1052,102,0,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,134,1
1059,85,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,120.6,0
1062,33,0,1,2,0,0,BB,Corporate,0,0,0,G,0,No Deposit,Transient-Party,252,1
1063,47,0,3,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,157.08,2
1072,78,1,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,134,0
1073,85,4,10,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,120.6,0
1074,0,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,172,1
1076,1,0,1,3,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,158,1
1078,120,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,120.6,0
1080,23,0,3,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,168.8,0
1081,8,0,3,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,178.33,2
1085,76,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,87.91,1
1086,15,2,3,2,0,0,BB,Direct,0,0,0,E,0,No Deposit,Transient,211,0
1089,19,2,3,1,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,243,1
1090,21,2,3,2,1,0,BB,Direct,0,0,0,D,0,No Deposit,Transient-Party,222.2,2
1092,23,2,3,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,178.2,2
1093,89,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,107.2,2
1094,51,0,0,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,0,2
1096,0,0,1,2,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient,173,0
1097,0,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,172,2
1102,34,0,2,2,2,0,BB,TA/TO,0,0,0,G,1,No Deposit,Transient,271,0
1111,6,2,3,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,195.8,1
1113,52,2,5,2,1,0,HB,Direct,0,0,0,C,2,No Deposit,Transient,160,0
1119,68,2,2,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,157,1
1120,35,2,2,2,0,0,HB,Direct,0,0,0,D,0,No Deposit,Transient,234,0
1123,11,2,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,158.4,2
1125,80,2,3,3,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,183.45,1
1127,80,2,3,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,133,1
1128,77,2,3,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,135,1
1129,80,2,3,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,133,1
1133,31,2,4,2,0,0,FB,Direct,0,0,0,D,0,No Deposit,Transient-Party,299.33,1
1134,89,2,5,3,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,156.45,1
1136,72,2,5,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,149,0
1138,71,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,135,0
1139,65,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,135,0
1143,67,2,5,2,0,0,HB,TA/TO,0,0,0,E,1,No Deposit,Transient,198.71,0
1146,78,2,6,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,186,0
1156,12,1,0,2,0,0,BB,Corporate,0,0,0,E,0,No Deposit,Transient,184.45,0
1159,37,1,0,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient-Party,172,0
1162,12,1,0,2,0,0,BB,Corporate,0,0,0,E,0,No Deposit,Transient,184.45,0
1163,11,1,0,2,0,0,BB,Corporate,0,0,0,E,0,No Deposit,Transient,185,0
1176,54,4,10,2,2,0,BB,Direct,0,0,0,C,0,No Deposit,Transient,175.79,0
1177,122,4,10,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,134,1
1183,96,1,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,134,3
1184,125,2,5,2,1,0,FB,Direct,0,0,0,E,0,No Deposit,Transient,225.9,2
1185,80,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,131.1,0
1190,79,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,133,0
1192,116,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,133,1
1194,116,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,133,1
1197,13,0,3,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,202,1
1199,1,0,1,2,0,0,BB,Corporate,0,0,0,E,0,No Deposit,Transient,172.55,0
1208,126,1,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,96.3,1
1213,10,2,5,2,1,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,187,2
1219,33,0,4,2,1,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,186.25,0
1220,16,0,4,2,0,0,BB,Direct,0,0,0,D,1,No Deposit,Transient,192,2
1226,98,1,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,134,2
1232,100,0,2,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,158.5,0
1233,10,0,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,0,2
1236,64,2,4,3,1,0,HB,TA/TO,0,0,0,C,4,No Deposit,Transient,163.23,0
1239,58,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,133,0
1242,102,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,134,1
1246,18,0,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,213.5,2
1251,76,2,3,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,134,0
1253,16,2,3,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,192,0
1256,22,2,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,191,3
1258,51,2,4,3,0,0,HB,Direct,0,0,0,D,0,No Deposit,Transient,248,1
1261,35,2,5,3,0,0,HB,TA/TO,0,0,0,D,1,No Deposit,Transient,260.71,1
1262,37,2,5,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,222,0
1263,35,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,174.71,1
1268,21,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,172,0
1273,46,2,5,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,149,1
1283,72,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,133,2
1287,80,3,6,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,151.89,2
1291,151,2,3,2,0,0,BB,TA/TO,0,0,0,A,2,No Deposit,Transient-Party,96.3,1
1294,46,2,4,2,1,0,HB,TA/TO,0,0,0,D,1,No Deposit,Transient,191.67,1
1296,92,2,1,2,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient,149.4,1
1297,6,2,2,2,0,0,BB,Direct,0,0,0,E,0,No Deposit,Transient,201,0
1300,41,2,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,164.4,0
1302,62,2,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,134,0
1305,69,2,3,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,112.5,1
1306,64,2,4,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,194,0
1307,116,2,4,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,149.4,1
1313,78,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,134,1
1317,9,4,6,1,1,0,HB,Direct,0,0,0,A,0,No Deposit,Transient,122,2
1320,0,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,153,0
1326,103,1,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,154,2
1336,61,1,5,1,0,0,BB,TA/TO,0,0,0,D,1,No Deposit,Transient,150.83,1
1338,89,3,6,2,0,0,BB,TA/TO,0,0,0,F,0,No Deposit,Transient,129.27,1
1341,54,2,5,3,0,0,BB,Direct,0,0,0,E,2,No Deposit,Transient,196,1
1346,74,0,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,130.2,0
1348,118,2,6,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,186.13,0
1350,77,2,7,2,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,166,0
1352,43,2,8,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,206.6,0
1354,73,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,112.5,1
1355,21,0,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,0,0
1356,0,0,1,2,2,0,BB,Direct,0,0,0,G,0,No Deposit,Transient,193,0
1360,76,0,4,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,116.85,3
1361,41,0,4,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,173.5,3
1365,106,2,7,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,202.77,0
1367,29,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,211,1
1368,1,0,1,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,153,2
1369,41,0,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,154,2
1371,57,0,3,2,0,1,HB,TA/TO,0,0,0,A,1,No Deposit,Transient,157.67,3
1376,57,1,3,2,0,1,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,133,1
1382,45,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,75.53,0
1384,108,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,8,2
1386,10,2,5,2,1,0,BB,Direct,0,0,0,C,0,No Deposit,Transient,155.86,2
1387,108,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,118.29,1
1389,164,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,110.7,0
1391,164,0,1,2,1,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,120.38,0
1392,0,0,2,2,0,0,BB,Direct,0,0,0,H,0,No Deposit,Transient,195,0
1395,34,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,120.6,3
1396,66,0,2,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,112.05,0
1398,23,0,2,2,0,0,FB,Direct,0,0,0,A,1,No Deposit,Transient,179,1
1399,31,0,2,2,2,0,BB,Direct,0,0,0,C,0,No Deposit,Transient,181,2
1400,32,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,122,1
1402,30,1,2,2,0,0,HB,Direct,0,0,0,D,1,No Deposit,Transient,184,0
1403,30,1,2,2,0,0,HB,Direct,0,0,0,A,0,No Deposit,Transient,152,0
1404,10,1,2,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient-Party,127.67,1
1405,11,1,2,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient-Party,127.67,1
1409,4,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,165,1
1425,29,2,5,2,2,0,BB,TA/TO,0,0,0,H,0,No Deposit,Transient,189.86,0
1428,28,2,3,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,104.8,0
1433,47,2,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,103.18,1
1444,98,2,6,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,130.9,0
1445,9,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,146,2
1446,2,1,0,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,154,0
1449,69,2,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,129.33,1
1450,37,2,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,115.2,0
1453,34,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,71.69,1
1456,83,2,4,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,112.33,1
1458,143,2,5,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,165,2
1459,47,2,5,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,113.43,0
1460,104,2,5,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,161.29,1
1463,104,2,5,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,161.29,0
1464,346,4,8,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,96.3,0
1472,26,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,75.46,1
1475,6,1,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,120.33,1
1477,26,1,3,2,2,0,HB,Direct,0,0,0,C,3,No Deposit,Transient,155.5,0
1479,59,1,3,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,105.5,2
1480,159,1,4,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,101.44,0
1482,60,1,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,120.5,1
1485,68,3,8,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,113.55,3
1486,38,0,2,2,1,1,BB,Direct,0,0,0,C,0,No Deposit,Transient,123,0
1487,47,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,98,1
1490,27,0,3,2,1,0,HB,Direct,0,0,0,C,0,No Deposit,Transient,153,2
1493,132,0,4,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,123,1
1494,50,0,4,2,2,0,BB,Direct,0,0,0,C,0,No Deposit,Transient,119,0
1495,122,0,4,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,155,2
1499,14,0,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,113,0
1500,5,0,2,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,113,0
1504,333,1,5,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,110.7,0
1506,73,2,5,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,120.71,1
1507,123,2,5,1,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,82.72,1
1510,73,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,110.71,0
1511,97,2,6,2,0,0,BB,Direct,0,0,0,E,0,No Deposit,Transient,136,0
1512,27,2,6,2,2,0,BB,TA/TO,0,0,0,G,2,No Deposit,Transient-Party,186,1
1521,149,0,2,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient-Party,155,3
1523,104,1,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,71.69,0
1524,104,1,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,71.69,0
1527,71,2,5,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,153,0
1530,55,0,3,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,90.4,0
1531,154,0,3,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient-Party,88.2,0
1537,154,0,3,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient-Party,88.2,0
1538,154,0,3,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,88.2,0
1542,29,1,3,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,144.9,2
1544,29,1,3,2,1,0,BB,TA/TO,0,0,0,E,0,No Deposit,Contract,124.5,2
1549,52,2,7,2,1,0,HB,Direct,0,0,0,D,1,No Deposit,Transient-Party,166,3
1551,65,2,8,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,79.5,0
1554,48,2,8,2,2,0,BB,Direct,0,0,0,G,0,No Deposit,Transient,153,0
1555,327,4,10,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,62.48,1
1561,88,0,2,2,0,0,HB,TA/TO,0,0,0,E,1,No Deposit,Transient,167,0
1563,0,0,2,2,0,0,BB,TA/TO,0,0,0,F,0,No Deposit,Transient,172,1
1574,63,2,3,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,168,1
1579,150,3,7,2,0,0,HB,Direct,0,0,0,G,0,No Deposit,Transient,183,0
1581,67,2,5,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,97.5,0
1582,30,0,1,2,0,0,FB,TA/TO,0,0,0,E,0,No Deposit,Transient,143.5,0
1590,25,1,1,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,139.5,1
1594,74,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,113,0
1595,74,2,5,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,107.5,0
1596,26,2,5,2,0,0,BB,TA/TO,0,0,0,C,0,No Deposit,Contract,124.8,0
1599,52,2,5,2,0,0,FB,TA/TO,0,0,0,A,1,No Deposit,Transient,111.5,0
1600,47,2,5,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,98,1
1606,323,4,6,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient-Party,97.5,1
1608,103,4,10,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,83.7,1
1613,74,2,1,2,0,0,BB,TA/TO,0,0,0,A,2,No Deposit,Transient,71.69,1
1615,32,1,0,2,0,0,HB,Direct,0,0,0,A,1,No Deposit,Transient,149,0
1618,73,2,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,98,1
1619,26,2,3,2,0,1,BB,TA/TO,0,0,0,F,0,No Deposit,Transient,198,2
1620,27,2,3,2,0,0,BB,TA/TO,0,0,0,C,0,No Deposit,Contract,124.8,0
1622,75,2,3,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,89,0
1628,47,2,4,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,79.5,0
1630,59,2,5,2,0,0,HB,TA/TO,0,0,0,D,1,No Deposit,Transient,105.5,0
1631,78,2,5,3,0,0,HB,Direct,0,0,0,H,0,No Deposit,Transient,208.14,1
1632,142,2,5,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,103.85,1
1634,69,2,5,2,0,1,BB,TA/TO,0,0,0,D,1,No Deposit,Transient,113,3
1636,115,2,5,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Contract,107.5,0
1644,336,1,2,50,0,0,BB,Direct,0,0,0,A,0,No Deposit,Group,0,0
1649,0,1,4,2,0,0,BB,Direct,0,0,0,E,3,No Deposit,Transient,131,0
1652,105,1,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,98,0
1653,109,1,5,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,123,0
1656,30,13,33,2,0,0,SC,TA/TO,0,0,0,A,17,No Deposit,Transient,0,1
1658,248,3,7,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,83.5,1
1663,61,0,4,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,156,0
1666,11,0,4,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,98,1
1667,117,2,5,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Contract,101.53,0
1670,71,2,6,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,113,0
1672,12,2,5,2,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,133,0
1680,48,0,2,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,131,2
1683,137,0,3,1,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,86.69,2
1684,1,1,4,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,124.4,0
1690,78,2,7,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,92.67,1
1691,159,2,7,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,82,1
1695,114,1,3,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,87.05,1
1698,166,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,73.8,2
1704,94,2,5,2,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,120.43,0
1707,12,0,2,3,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,75.46,1
1708,132,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Group,82,2
1716,91,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,73.5,1
1719,114,1,3,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,87.05,1
1720,90,2,8,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,118.2,1
1724,0,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,131,0
1726,0,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,104.8,0
1727,63,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,117.9,3
1731,70,0,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,146,0
1732,4,0,2,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,133,0
1733,157,1,2,3,0,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,153,1
1734,1,1,2,2,2,0,BB,TA/TO,0,0,0,H,0,No Deposit,Group,131,0
1739,11,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,77.11,0
1745,172,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,36,0
1757,0,1,0,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,123,0
1760,19,2,2,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,127.75,1
1761,12,2,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,110.75,0
1763,12,2,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,122.75,1
1764,178,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,91,1
1766,2,2,3,2,0,0,BB,Direct,0,0,0,C,0,No Deposit,Transient,124,0
1769,123,2,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,70.2,1
1772,172,3,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,53.1,1
1775,173,4,8,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,66.15,0
1776,94,4,10,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,79.5,0
1777,118,4,10,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,73.5,0
1780,17,1,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,120,2
1781,128,1,4,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,73.5,1
1785,25,1,4,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,160.8,2
1790,84,4,10,2,0,0,HB,TA/TO,0,0,0,E,1,No Deposit,Transient,103.51,0
1793,5,0,1,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,146,0
1794,175,0,4,1,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,0,0
1798,152,1,5,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,99,0
1801,81,0,5,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,103.8,1
1804,116,4,11,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,74.53,0
1806,1,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,74,1
1810,46,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,62,0
1812,0,0,1,1,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,65,0
1824,104,1,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,66.6,0
1828,85,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,71.2,1
1831,95,4,10,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,89,0
1837,50,0,1,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,111,2
1840,110,1,3,1,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient-Party,65,0
1844,110,1,3,1,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient-Party,65,0
1856,131,4,10,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Contract,80.63,0
1857,167,4,10,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,45.9,1
1858,7,0,2,2,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,120,1
1867,102,2,4,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,99,0
1868,127,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,73.5,0
